userid,country,iso2,iso3,city,state
20067,United States of America,NY,NYC,,
20068,No Location,,,,Nan
20069,India,IN,IND,Ahmedabad,
20070,Canada,CA,CAN,Vista,Angeles
20071,No Location,,,,Nan
20072,Turkey,TR,TUR,Of,
20073,No Location,,,,Nan
20074,United States of America,US,USA,Los Angeles,Angeles
20075,South Africa,ZA,ZAF,,
20076,No Location,,,,Nan
20077,United States of America,US,USA,,Kentucky
20078,United States of America,US,USA,Las Vegas,Vegas
20079,United Kingdom,UK,GBR,,Buckinghamshire
20080,Mongolia,MN,MNG,,
20081,Kenya,KE,KEN,,
20082,United States of America,US,USA,Indiana,Indiana
20083,United States of America,NY,NYC,York,York
2896,United States of America,US,USA,Chicago,
9435,Pakistan,PK,PAK,,
18522,No Location,,,,Nan
20084,Dominican Republic,DO,DOM,,
5310,United States of America,NY,NYC,Brooklyn,
20085,No Location,,,,Nan
17674,Seychelles,SC,SYC,Greenwood,
20086,India,IN,IND,Delhi,Delhi
20087,No Location,,,,Nan
20088,No Location,,,,Nan
13765,No Location,,,,Nan
14380,Germany,DE,DEU,Crailsheim,
20089,No Location,,,,Nan
20090,Laos,LA,LAO,Resistencia,
2270,Gabon,GA,GAB,Decatur,
20091,United States of America,US,USA,Austin,
20092,No Location,,,,Nan
20043,No Location,,,,Nan
20093,Canada,CA,CAN,San,
20094,Ireland,IE,IRL,,
20095,United States of America,NY,NYC,,
20096,No Location,,,,Nan
20097,No Location,,,,Nan
10594,United States of America,US,USA,Mexico,New Mexico
20098,Ghana,GH,GHA,Wa,
10027,No Location,,,,Nan
10051,United States of America,US,USA,Seattle,
2962,United States of America,NY,NYC,York,York
20099,United States of America,US,USA,,Kentucky
20100,Egypt,EG,EGY,,
20101,United States of America,US,USA,Boston,
19277,No Location,,,,Nan
20102,United States of America,US,USA,Dallas,
20103,United Kingdom,UK,GBR,London,
20104,United States of America,US,USA,,Texas
20105,India,IN,IND,,
20106,South Africa,ZA,ZAF,,North West
20107,Spain,ES,ESP,Barcelona,
20108,No Location,,,,Nan
20109,United States of America,US,USA,Akron,
20110,Canada,US,USA,Columbia,British Columbia
20111,United States of America,US,USA,Los Angeles,Angeles
20112,No Location,,,,Nan
20113,United States of America,US,USA,Las Vegas,Vegas
15741,United States of America,NY,NYC,Oceanside,
20114,No Location,,,,Nan
12891,No Location,,,,Nan
20115,United States of America,US,USA,Tucson,Arizona
20116,Canada,CA,CAN,Calgary,
20117,United States of America,US,USA,Usa,Arizona
7595,Japan,JP,JPN,Usa,
19986,United States of America,US,USA,Usa,New Mexico
20118,No Location,,,,Nan
20119,No Location,,,,Nan
20120,Israel,IL,ISR,Chicago,
20121,United States of America,US,USA,Atlanta,
20122,United States of America,US,USA,Lubbock,
20123,United States of America,US,USA,Virginia,Virginia
20124,Canada,CA,CAN,San,
20125,No Location,,,,Nan
20126,No Location,,,,Nan
20127,United States of America,US,USA,Greece,
17281,Canada,CA,CAN,Ottawa,Ontario
20128,Burkina Faso,BF,BFA,Pâ,
10394,No Location,,,,Nan
20129,No Location,,,,Nan
20130,Australia,AU,AUS,Adelaide,
20131,United Kingdom,UK,GBR,Luton,Luton
20132,United States of America,NY,NYC,,
20133,Andorra,AD,AND,Yorkshire,
20134,United States of America,US,USA,,Ohio
20135,No Location,,,,Nan
20136,Burkina Faso,BF,BFA,Pâ,
20137,No Location,,,,Nan
20138,United States of America,US,USA,Usa,Michigan
20139,Moldova,MD,MDA,Bethesda,
20140,United Kingdom,UK,GBR,Ipswich,
10879,No Location,,,,Nan
19754,Vatican City,VA,VAT,Alexandria,
20141,United Kingdom,UK,GBR,,
20142,Central African Republic,CF,CAF,Nola,
20143,Canada,CA,CAN,Bakersfield,
20144,No Location,,,,Nan
20145,No Location,,,,Nan
20146,United Kingdom,UK,GBR,Harpenden,
20147,Japan,JP,JPN,Usa,
20148,No Location,,,,Nan
20149,United States of America,US,USA,Albuquerque,
20150,No Location,,,,Nan
20151,United States of America,US,USA,Austin,
6757,Vatican City,VA,VAT,Rocky Mount,
20152,France,FR,FRA,Grenoble,
20153,United States of America,US,USA,Ottawa,Kansas
20154,No Location,,,,Nan
20155,Morocco,MA,MAR,Usa,
20156,United Kingdom,UK,GBR,London,
20157,United States of America,US,USA,Orlando,
20158,No Location,,,,Nan
20159,United States of America,US,USA,Las Vegas,Vegas
20160,United States of America,US,USA,Oklahoma City,Oklahoma
18778,Nigeria,NG,NGA,,
20161,No Location,,,,Nan
20162,United States of America,US,USA,Florida,Florida
20163,Vatican City,VA,VAT,Chesapeake,
5993,Indonesia,ID,IDN,Meridian,
4618,United States of America,US,USA,York,York
20164,No Location,,,,Nan
20165,No Location,,,,Nan
829,Turkey,TR,TUR,Of,
4254,United States of America,US,USA,Indiana,Indiana
20166,United States of America,US,USA,Lawrence,
20167,Morocco,MA,MAR,Boston,
20168,Sao Tome and Principe,ST,STP,,
20169,No Location,,,,Nan
20170,Pakistan,PK,PAK,Karachi,
20171,Central African Republic,CF,CAF,Nola,
20172,Germany,DE,DEU,,Bavaria
20173,No Location,,,,Nan
18568,No Location,,,,Nan
7240,No Location,,,,Nan
20174,No Location,,,,Nan
1232,Ghana,GH,GHA,Wa,
20175,United States of America,US,USA,Denver,Colorado
15021,No Location,,,,Nan
20176,United Kingdom,UK,GBR,London,
5606,Slovenia,SI,SVN,Ljubljana,Ljubljana
7353,United States of America,US,USA,Usa,Connecticut
20177,Ireland,IE,IRL,,
20178,Vatican City,VA,VAT,Richmond,
20179,Ireland,IE,IRL,Dublin,Dublin
20180,No Location,,,,Nan
17536,No Location,,,,Nan
20181,United States of America,US,USA,Boca Raton,
20182,No Location,,,,Nan
20183,Ireland,IE,IRL,Wexford,Wexford
20184,United Kingdom,UK,GBR,London,
20185,Switzerland,CH,CHE,Zürich,
19854,India,IN,IND,Delhi,Delhi
20186,United States of America,US,USA,York,York
20187,Philippines,PH,PHL,Bay,Bay
5568,United Kingdom,UK,GBR,London,
20188,No Location,,,,Nan
20189,United States of America,US,USA,Los Angeles,Angeles
20190,No Location,,,,Nan
4232,Israel,IL,ISR,Chicago,
10916,United States of America,US,USA,Houston,Texas
20191,No Location,,,,Nan
20192,India,IN,IND,Pune,
20193,Poland,PL,POL,,
20194,Morocco,MA,MAR,Worcester,
20195,United Kingdom,UK,GBR,London,
20196,No Location,,,,Nan
20197,No Location,,,,Nan
20198,United Kingdom,UK,GBR,,
20199,No Location,,,,Nan
5356,United Kingdom,UK,GBR,,
19998,No Location,,,,Nan
19385,No Location,,,,Nan
952,No Location,,,,Nan
6084,No Location,,,,Nan
20200,Ireland,IE,IRL,,
20201,No Location,,,,Nan
20202,Pakistan,PK,PAK,Karachi,
20203,United States of America,NY,NYC,,
7048,Moldova,MD,MDA,,
20204,No Location,,,,Nan
20205,India,IN,IND,Delhi,Delhi
20206,Pakistan,PK,PAK,,
20207,Cuba,CU,CUB,Australia,
20208,Malaysia,MY,MYS,,
20209,United States of America,US,USA,Worth,
20210,United States of America,US,USA,Usa,Pennsylvania
20211,United States of America,NY,NYC,,
20212,Sao Tome and Principe,ST,STP,,Paul
20213,United Kingdom,UK,GBR,Manchester,Manchester
20214,Japan,JP,JPN,Usa,
20215,No Location,,,,Nan
20216,No Location,,,,Nan
8074,United States of America,US,USA,Las Vegas,Vegas
20217,No Location,,,,Nan
20218,United States of America,US,USA,Usa,Arizona
9509,Tanzania,TZ,TZA,,Coast
831,United States of America,US,USA,Washington,Washington
20219,United Kingdom,UK,GBR,Telford,
10918,No Location,,,,Nan
20220,No Location,,,,Nan
19939,United States of America,NY,NYC,York,York
20221,No Location,,,,Nan
20222,United States of America,US,USA,Denver,
20223,No Location,,,,Nan
20224,Burkina Faso,BF,BFA,Pâ,
20225,Turkey,TR,TUR,Of,
2553,No Location,,,,Nan
20226,United States of America,NY,NYC,York,York
20227,Mali,ML,MLI,San,
20228,No Location,,,,Nan
20229,United States of America,US,USA,Florida,Florida
20230,Colombia,CO,COL,Denver,
20231,Tunisia,TN,TUN,Nashville,
20232,United States of America,NY,NYC,Long Beach,
9654,No Location,,,,Nan
20233,Canada,CA,CAN,Ottawa,Ontario
20234,United States of America,US,USA,California,California
20235,United Kingdom,UK,GBR,Southampton,Southampton
20236,United States of America,US,USA,Washington,Washington
19178,Turkey,TR,TUR,Of,
20237,Philippines,PH,PHL,Bay,Bay
20238,No Location,,,,Nan
20239,United States of America,US,USA,California,California
20240,Turkey,TR,TUR,Of,
20241,United States of America,US,USA,Usa,Washington
19443,Canada,CA,CAN,,
20242,Albania,AL,ALB,,
20243,United States of America,US,USA,Aurora,Aurora
9252,No Location,,,,Nan
20244,Canada,CA,CAN,Montréal,
20245,India,IN,IND,Hyderābād,
20246,No Location,,,,Nan
20247,Morocco,MA,MAR,Boston,
20248,No Location,,,,Nan
20249,No Location,,,,Nan
3117,No Location,,,,Nan
20250,Andorra,AD,AND,Fargo,
20251,United States of America,NY,NYC,York,York
20252,Pakistan,PK,PAK,,Punjab
20253,Denmark,DK,DNK,,
10131,Japan,JP,JPN,Usa,
20254,United States of America,US,USA,Usa,New Jersey
9252,No Location,,,,Nan
20255,No Location,,,,Nan
20256,United Kingdom,UK,GBR,,
1602,Japan,JP,JPN,Usa,Coast
17041,No Location,,,,Nan
20257,Israel,IL,ISR,Chicago,
20258,No Location,,,,Nan
407,No Location,,,,Nan
6482,United States of America,US,USA,Chicago,
20259,United States of America,NY,NYC,York,York
12175,United States of America,US,USA,Pâ,California
8662,United States of America,US,USA,South River,
15076,United Kingdom,UK,GBR,Cork,Cork
20260,Netherlands,NL,NLD,Amsterdam,
20261,No Location,,,,Nan
20262,No Location,,,,Nan
20263,United States of America,US,USA,Usa,Colorado
20264,United States of America,US,USA,Usa,Tennessee
20265,United Kingdom,UK,GBR,Essex,Essex
20266,India,IN,IND,Mumbai,
20267,United Kingdom,UK,GBR,London,
17201,United States of America,US,USA,Houston,
20268,Tunisia,TN,TUN,Smyrna,
1232,Ghana,GH,GHA,Wa,
16104,No Location,,,,Nan
20269,No Location,,,,Nan
20270,United States of America,US,USA,Dallas,
20271,United States of America,US,USA,Of,California
20272,United States of America,US,USA,Canyon,Arizona
20273,Mali,ML,MLI,San,
20274,United States of America,US,USA,Usa,California
20275,Seychelles,SC,SYC,Rock Hill,
20276,No Location,,,,Nan
20277,United States of America,US,USA,Milwaukee,
20278,United Kingdom,UK,GBR,,
20279,No Location,,,,Nan
3377,Germany,DE,DEU,,
20280,Nigeria,NG,NGA,Lagos,Lagos
20281,No Location,,,,Nan
20282,Iran,IR,IRN,,
14297,United States of America,US,USA,Fort Atkinson,
20283,United States of America,US,USA,Usa,Ohio
20284,United Kingdom,UK,GBR,Suffolk,Suffolk
18592,No Location,,,,Nan
20285,No Location,,,,Nan
20286,No Location,,,,Nan
20287,No Location,,,,Nan
20288,India,IN,IND,,
20289,No Location,,,,Nan
20290,India,IN,IND,Bihār,
3182,Vatican City,VA,VAT,Manassas,
20291,India,IN,IND,Delhi,Delhi
20292,United States of America,NY,NYC,,
19846,Canada,CA,CAN,Toronto,
20293,United Kingdom,UK,GBR,,
19101,United States of America,US,USA,Cleveland,Ohio
20294,Australia,AU,AUS,Adelaide,
1233,Japan,JP,JPN,Usa,
20295,No Location,,,,Nan
20296,United States of America,US,USA,Katy,
20297,United Kingdom,UK,GBR,Bristol,
20298,United States of America,US,USA,Topeka,
14095,No Location,,,,Nan
20299,Macau,MO,MAC,,
20300,No Location,,,,Nan
20301,United States of America,NY,NYC,White,
20302,Argentina,AR,ARG,Buenos Aires,Buenos Aires
20303,United States of America,US,USA,Indiana,Indiana
5628,United States of America,US,USA,Usa,Illinois
20304,No Location,,,,Nan
2896,United States of America,US,USA,Chicago,
20305,No Location,,,,Nan
20306,United States of America,US,USA,Florida,Florida
20307,No Location,,,,Nan
20308,No Location,,,,Nan
20309,United States of America,US,USA,Sweden,
5528,United Kingdom,UK,GBR,,
20310,No Location,,,,Nan
20311,Colombia,CO,COL,Denver,
18214,United States of America,US,USA,Usa,California
20312,South Africa,ZA,ZAF,George,
20313,United Kingdom,UK,GBR,,Shropshire
20314,Burkina Faso,BF,BFA,Pâ,
19986,United States of America,US,USA,Usa,New Mexico
19174,United Kingdom,UK,GBR,Leicester,Leicester
4276,United States of America,NY,NYC,York,York
20315,United States of America,US,USA,Washington,Washington
20316,India,IN,IND,Mumbai,
20317,United States of America,US,USA,Clark,Central
20318,United States of America,US,USA,Oregon,Oregon
16137,No Location,,,,Nan
2076,Andorra,AD,AND,Yorkshire,Coast
20319,United Kingdom,UK,GBR,London,
20320,India,IN,IND,Delhi,Delhi
20321,No Location,,,,Nan
19204,Sri Lanka,LK,LKA,,
20322,No Location,,,,Nan
20323,No Location,,,,Nan
2633,No Location,,,,Nan
20324,United States of America,US,USA,White,
20325,Mali,ML,MLI,San,
20326,No Location,,,,Nan
20327,Japan,JP,JPN,Usa,
6714,New Zealand,NZ,NZL,Auckland,Auckland
20328,Israel,IL,ISR,Chicago,
20329,Pakistan,PK,PAK,Karachi,
18372,United Kingdom,UK,GBR,Huddersfield,
13967,United States of America,US,USA,Mexico,New Mexico
19617,Turkey,TR,TUR,Of,
20330,United Kingdom,UK,GBR,Manchester,Manchester
20331,Kuwait,KW,KWT,,
20332,India,IN,IND,Bhopāl,
20333,India,IN,IND,Bihār,
20334,Moldova,MD,MDA,Baltimore,
20335,Nigeria,NG,NGA,,
1982,Japan,JP,JPN,Usa,York
20336,United Kingdom,UK,GBR,Edinburgh,
20337,Burkina Faso,BF,BFA,Pâ,
17476,Ghana,GH,GHA,Wa,
20338,United States of America,US,USA,Usa,Florida
20339,United Kingdom,UK,GBR,,
20340,Canada,CA,CAN,Vancouver,
20341,United States of America,US,USA,Denver,
20342,United States of America,NY,NYC,Whitehall,
20343,United States of America,US,USA,Sweden,Stockholm
20344,No Location,,,,Nan
20345,Panama,PA,PAN,Panama City,
20346,No Location,,,,Nan
1544,United States of America,US,USA,,Texas
12947,Canada,CA,CAN,San,
20250,Andorra,AD,AND,Fargo,
20347,United States of America,US,USA,Las Vegas,Vegas
20348,Argentina,AR,ARG,Sherwood,
4926,United States of America,US,USA,Miami,
20349,Canada,CA,CAN,Abbotsford,
8872,United Kingdom,UK,GBR,London,
20350,United States of America,DC,USA,York,York
4865,United States of America,NY,NYC,Brooklyn,
20351,United Kingdom,UK,GBR,,
8513,Germany,DE,DEU,Madrid,Madrid
20352,United States of America,NY,NYC,Manor,
20353,Japan,JP,JPN,Usa,
16137,No Location,,,,Nan
20354,Montenegro,ME,MNE,Derry,
20355,United States of America,US,USA,Los Angeles,Angeles
20356,Japan,JP,JPN,Usa,York
20357,United Kingdom,UK,GBR,Weybridge,
19677,United States of America,US,USA,Usa,Ohio
20358,United States of America,US,USA,Miami,
20359,No Location,,,,Nan
20276,No Location,,,,Nan
20360,United States of America,US,USA,Usa,Wisconsin
20361,United Kingdom,UK,GBR,London,
20362,Netherlands,NL,NLD,,
20363,Nigeria,NG,NGA,Awka,Lagos
20364,Canada,CA,CAN,Victoria,Victoria
20365,United States of America,US,USA,Salt,Utah
7270,Canada,CA,CAN,,
20366,United States of America,US,USA,Los Angeles,Angeles
20367,No Location,,,,Nan
20368,Canada,CA,CAN,Saskatoon,
20369,Kenya,KE,KEN,Malindi,
20370,United States of America,US,USA,Kaneohe,
20371,Turkey,TR,TUR,Istanbul,
20372,Canada,CA,CAN,Fresno,
20373,United States of America,US,USA,Washington,Washington
2193,United States of America,US,USA,Chicago,
20374,No Location,,,,Nan
20375,No Location,,,,Nan
20376,Turkey,TR,TUR,Of,
20374,No Location,,,,Nan
20377,United States of America,US,USA,Columbus,
4457,No Location,,,,Nan
20378,No Location,,,,Nan
20379,No Location,,,,Nan
20380,Turkey,TR,TUR,Of,
20381,Andorra,AD,AND,Yorkshire,
20382,No Location,,,,Nan
20383,No Location,,,,Nan
20384,No Location,,,,Nan
10126,United States of America,US,USA,Washington,Washington
20385,United States of America,US,USA,,Pennsylvania
20386,Gabon,GA,GAB,Atlanta,
20387,Canada,CA,CAN,Rosà,Santa Rosa
20388,No Location,,,,Nan
20389,United States of America,NY,NYC,White,
20390,India,IN,IND,Chennai,
19939,United States of America,NY,NYC,York,York
20391,No Location,,,,Nan
20392,United States of America,US,USA,Ontario,Ontario
20393,Tonga,TO,TON,,
20394,No Location,,,,Nan
20395,India,IN,IND,Mumbai,
20396,No Location,,,,Nan
20397,United Kingdom,UK,GBR,,North West
20398,No Location,,,,Nan
20399,Germany,DE,DEU,Berlin,Berlin
20400,No Location,,,,Nan
20401,United States of America,NY,NYC,Brooklyn,
-1,No Location,,,,Nan
20402,United States of America,US,USA,Usa,Florida
2752,United States of America,US,USA,Honolulu,
20403,Turkey,TR,TUR,Of,
20404,India,IN,IND,Kolkāta,
4034,No Location,,,,Nan
20405,No Location,,,,Nan
20406,United States of America,US,USA,Washington,Washington
20407,No Location,,,,Nan
20408,Malaysia,MY,MYS,,
20409,Canada,CA,CAN,,
3488,Burkina Faso,BF,BFA,Pâ,
20410,United States of America,US,USA,,New Jersey
12198,United States of America,US,USA,Usa,Georgia
20411,Bangladesh,BD,BGD,Dhaka,Dhaka
20410,United States of America,US,USA,,New Jersey
7575,United States of America,NY,NYC,York,York
20412,No Location,,,,Nan
20413,Canada,CA,CAN,San,
20414,United Kingdom,UK,GBR,London,
20415,No Location,,,,Nan
4955,Qatar,QA,QAT,Doha,
20416,India,IN,IND,Delhi,Delhi
20417,No Location,,,,Nan
20418,United States of America,US,USA,California,California
20419,Vatican City,VA,VAT,Richmond,
20420,No Location,,,,Nan
20421,United Kingdom,UK,GBR,,
20422,United States of America,US,USA,Usa,Maine
20423,No Location,,,,Nan
20424,Morocco,MA,MAR,Boston,
19154,No Location,,,,Nan
20425,Canada,CA,CAN,Forest,
20324,United States of America,US,USA,White,
20426,Tanzania,TZ,TZA,,Coast
20427,Cyprus,CY,CYP,,
20428,No Location,,,,Nan
16481,No Location,,,,Nan
20429,Canada,CA,CAN,Toronto,
20430,No Location,,,,Nan
20431,No Location,,,,Nan
20432,Nigeria,NG,NGA,Lagos,Lagos
20433,No Location,,,,Nan
20434,United States of America,US,USA,Los Angeles,Angeles
20435,Macau,MO,MAC,Marshfield,
20436,United Kingdom,UK,GBR,London,
20437,No Location,,,,Nan
20438,United Kingdom,UK,GBR,Bristol,
630,Japan,JP,JPN,Usa,
20439,No Location,,,,Nan
15767,Iceland,IS,ISL,,
10674,Tunisia,TN,TUN,Knoxville,
306,United States of America,NY,NYC,,
5768,United States of America,US,USA,Usa,Colorado
20440,France,FR,FRA,Paris,
20441,South Africa,ZA,ZAF,,
20442,No Location,,,,Nan
20443,Nigeria,NG,NGA,,
20444,No Location,,,,Nan
20445,United States of America,US,USA,Columbia,British Columbia
20446,No Location,,,,Nan
1311,Portugal,PT,PRT,,
20447,No Location,,,,Nan
17466,United States of America,US,USA,Usa,Arkansas
20448,Japan,JP,JPN,Usa,
1644,No Location,,,,Nan
20449,Germany,DE,DEU,,
20450,United States of America,US,USA,Las Vegas,Vegas
20451,No Location,,,,Nan
6371,United States of America,US,USA,Usa,Arkansas
2709,United States of America,US,USA,Columbus,
20452,No Location,,,,Nan
20453,United States of America,US,USA,York,York
20454,No Location,,,,Nan
20455,United States of America,US,USA,York,York
20456,No Location,,,,Nan
20457,United States of America,US,USA,Winter Park,
20404,India,IN,IND,Kolkāta,
20458,No Location,,,,Nan
20459,Germany,DE,DEU,Ettlingen,
20460,United States of America,US,USA,Usa,Virginia
1063,Japan,JP,JPN,Usa,
15021,No Location,,,,Nan
20461,Canada,CA,CAN,San,
20462,Netherlands,NL,NLD,The Hague,
16121,No Location,,,,Nan
20463,No Location,,,,Nan
20464,Moldova,MD,MDA,Baltimore,
20465,Spain,ES,ESP,Reus,
20045,India,IN,IND,Delhi,Delhi
20466,United States of America,US,USA,Kansas City,Kansas
20467,No Location,,,,Nan
20468,Moldova,MD,MDA,Rockville,
19762,United States of America,US,USA,Usa,Wisconsin
20469,Argentina,AR,ARG,Federal,Federal Capital Territory
8704,India,IN,IND,,
829,Turkey,TR,TUR,Of,
20470,Canada,CA,CAN,,
12290,Pakistan,PK,PAK,Karachi,
20471,No Location,,,,Nan
20472,Sweden,SE,SWE,,
20473,United Kingdom,UK,GBR,Oxford,
20105,India,IN,IND,,
20474,Germany,DE,DEU,Lleida,
698,United Kingdom,UK,GBR,London,
20475,No Location,,,,Nan
14636,Turkey,TR,TUR,Of,
20476,India,IN,IND,,
20477,No Location,,,,Nan
20478,United States of America,NY,NYC,York,York
20479,No Location,,,,Nan
20480,United Kingdom,UK,GBR,London,
19939,United States of America,NY,NYC,York,York
18185,No Location,,,,Nan
20481,Japan,JP,JPN,Usa,York
20482,United Kingdom,UK,GBR,,
20483,No Location,,,,Nan
20484,No Location,,,,Nan
20485,United States of America,NY,NYC,,
4882,No Location,,,,Nan
20486,Mongolia,MN,MNG,Dayton,
